# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "10" "-p" "-O" "-M" "--fraction" "-F" "SAF" "-a" "230907_all_genebodies.saf" "-o" "230920_bd302_pol2_at_genebodies.txt" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_DMSO_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_BRQ_1uM_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_E2wd_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/211201Van/results/bowtie2_bam/IgG_dsDNA_Mixed_aligned_sorted_rmdup.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_DMSO_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_BRQ_1uM_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_E2wd_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/211201Van/results/bowtie2_bam/IgG_dsDNA_Mixed_aligned_sorted_rmdup.bam
Metap1d	chr2	71453526	71525194	+	71669	951	735	485	227
Ntpcr	chr8	125730213	125748235	+	18023	195	129	92	68
Gdpd1	chr11	87033867	87073812	-	39946	533	364	258	136
Cenpm	chr15	82233779	82244498	-	10720	215	161	103	47
Uqcrh	chr4	116066965	116074821	-	7857	141	106	89	31
Bod1l	chr5	41787538	41844065	-	56528	1238	975	629	228
Mis18a	chr16	90719312	90727154	-	7843	100	85	49	27
Esf1	chr2	140119883	140170314	-	50432	624	395	356	134
Exosc1	chr19	41922292	41933173	-	10882	1066	768	846	75
Snrnp40	chr4	130360382	130390026	+	29645	563	448	293	98
Crls1	chr2	132846916	132866785	+	19870	254	192	178	60
Fastk	chr5	24438440	24445037	-	6598	257.50	241	138.50	36.50
Cmpk1	chr4	114959336	114986991	-	27656	349	278	212	79
Ube2v1	chr2	167607638	167661246	-	53609	1493	1634	838	256
Farsa	chr8	84857239	84869257	+	12019	493	479	296	65
Mad2l1bp	chr17	46147387	46153303	-	5917	80	75	53	28
Stoml2	chr4	43027690	43031460	-	3771	79	61	36	16
Diablo	chr5	123509765	123525179	-	15415	615	703	307	87
Uqcr11	chr10	80402997	80406580	-	3584	102	66	69	18
Aste1	chr9	105395642	105412229	+	16588	190	150.50	115.50	39.50
Gtf3a	chr5	146948907	146955614	+	6708	172.50	128	91.50	30.50
Trim13	chr14	61598497	61605946	+	7450	104	65	69.50	17
Rdm1	chr11	101627445	101636100	+	8656	505	844	214	64
Gemin2	chr12	59013643	59028470	+	14828	191	163	119	46
Lrrc57	chr2	120604238	120609270	-	5033	177	165	87	14
Frmpd1	chr4	45185125	45285936	+	100812	928	619	440	324
Cryzl1	chr16	91689322	91728725	-	39404	413.33	431.83	223.33	50.17
Abi3	chr11	95830074	95842226	-	12153	150	218	58	37.50
Ribc1	chrX	152004582	152016045	-	11464	218.50	145	100.50	45
Ormdl3	chr11	98581256	98587118	-	5863	75	43	55	20
Gpatch4	chr3	88043358	88055993	+	12636	355	207	198	50
Atg4b	chr1	93751750	93790610	+	38861	852.50	759	541	143
Snx9	chr17	5841579	5931954	+	90376	1760	1632	896	321
Ntmt1	chr2	30808076	30823033	+	14958	429	263.50	176.50	68.50
Vps13b	chr15	35371410	35931229	+	559820	6557	5021.50	3962.50	1413
Snrnp27	chr6	86675151	86684272	-	9122	125	114	80	38
Ubr7	chr12	102758217	102777707	+	19491	395	386.50	233	65.50
Spcs2	chr7	99837569	99863121	-	25553	749	589	419	103
Pnisr	chr4	21847833	21876475	+	28643	579	587	316	89
Cdip1	chr16	4750348	4790042	-	39695	794.50	636	407.50	115
Ogfod2	chr5	124112547	124115483	+	2937	128	132	86	24
Thg1l	chr11	45946843	45955244	-	8402	114	71	46	17
Golph3	chr15	12321700	12351591	+	29892	481	415	284	92
Zscan25	chr5	145280750	145291278	+	10529	346	248	182	59
Dph6	chr2	114516416	114654714	-	138299	1035	649	594	336
Mcm8	chr2	132816391	132844197	+	27807	381	226	213	92
Tsen15	chr1	152370735	152386438	-	15704	185	142	97	47
Sike1	chr3	102995958	103008459	+	12502	231	166	137	43
Ctnnbl1	chr2	157737651	157891614	+	153964	2082	1651	1110	566
Pspc1	chr14	56720710	56778066	-	57357	1232	1208	677	164
Rpe	chr1	66701081	66719805	+	18725	426	657.50	243	51
Atg4a	chrX	140957157	141164270	+	207114	801	582	379	275
Tpgs2	chr18	25127223	25168757	-	41535	357	243	172	115
Brf2	chr8	27123364	27128430	-	5067	66	62	36	20
Eef1d	chr15	75894205	75909306	-	15102	586	440	241	93
Ccdc51	chr9	109082743	109092489	+	9747	170	113	69	29
Acp6	chr3	97159027	97176574	+	17548	184	136	117	70
Sltm	chr9	70543004	70592234	+	49231	1496	1508	702	153
Srp72	chr5	76974933	76999937	+	25005	802	723	486	112
Uba5	chr9	104046599	104062884	-	16286	116.50	107.50	62.50	26.50
Tmem41a	chr16	21934326	21947302	-	12977	101	95	58	42
Hspbap1	chr16	35770625	35828477	+	57853	1053	652	496	175
Samd1	chr8	83997922	84000409	+	2488	79	63	43	13
Ccnh	chr13	85189658	85223469	+	33812	541.50	438.50	349.50	59.50
Trim43c	chr9	88839414	88848190	+	8777	107.50	213	78.50	17
Spryd7	chr14	61531993	61556636	-	24644	288	222	149	80
Tmed7	chr18	46585939	46597285	-	11347	114.50	101	81.50	18.50
Rae1	chr2	173000367	173015739	+	15373	371	273	163	80
Oser1	chr2	163405822	163424447	-	18626	626	616	271	93
Pgm2	chr5	64093200	64128351	+	35152	556	477	311	160
Trappc5	chr8	3676549	3681255	+	4707	96	75	65	26
Tbc1d15	chr10	115197872	115251217	-	53346	896	1070	622	147
Klhl28	chr12	64938833	64965284	-	26452	316	301	185	67
Gm12191	chr15	34440505	34442658	-	2154	50	39.50	23	6.50
Tmem186	chr16	8633229	8637462	-	4234	102	66	48	20
Ms4a4a	chr19	11375773	11392790	+	17018	199	129	95	57
Gapvd1	chr2	34674594	34754982	-	80389	1617	1390	929	244
Gm8369	chr19	11486188	11512577	+	26390	303	378	182	99
Bend4	chr5	67392147	67428060	-	35914	1289	1376	503	208
Uqcrfs1	chr13	30540308	30545112	-	4805	57	33	36	16
Chmp3	chr6	71544047	71582609	+	38563	624	499	347	119
Spryd4	chr10	128209908	128211557	-	1650	27	18	25	11
Pnp2	chr14	50956242	50964749	+	8508	48	35.50	40.50	14.50
Rbm4b	chr19	4756747	4765940	+	9194	471.50	396.50	236	20
Ndufaf3	chr9	108565537	108567184	-	1648	216.50	189.50	92.50	17.50
Sbds	chr5	130245731	130255280	-	9550	483	381	274	54
Zbed6	chr1	133655879	133660635	-	4757	62	44.50	26.50	9.50
Actr2	chr11	20062304	20112663	-	50360	1363	1475	818	165
4921524J17Rik	chr8	85408759	85432583	-	23825	460	422	241	67
9930111J21Rik1	chr11	48946150	48979131	-	32982	144.83	137.58	83.83	49.67
Tab3	chrX	85574272	85634469	+	60198	755	501	382	203
Lrrk2	chr15	91673425	91816120	+	142696	914	682	762	375
C1rb	chr6	124570544	124581171	+	10628	74	62	46	30
Ankrd61	chr5	143890741	143897435	-	6695	108.50	91.50	61	17
4921531C22Rik	chr2	179976243	179979013	+	2771	96	108	50	13
Map1lc3a	chr2	155276547	155278073	+	1527	50	52	27	9
Emc2	chr15	43477479	43527763	+	50285	383	330	263	116
Gm8615	chr5	149155439	149155959	-	521	4.50	6	3	1.50
Gm8624	chr11	117420637	117421467	-	831	9	5	5	4
Rnf220	chr4	117271463	117496802	-	225340	4522	3443	1452	889
4933404O12Rik	chr5	136919396	136937112	+	17717	338	252	217	114
Erlec1	chr11	30930774	30954085	-	23312	146	116.50	83.50	26.50
Cfap97	chr8	46152021	46195590	+	43570	572	410.50	337	131
Adat2	chr10	13553144	13563376	+	10233	121	74	59	30
Pacrgl	chr5	48328202	48395617	+	67416	733	600	403	252
Gid4	chr11	60417395	60450927	+	33533	697.50	444	362	116.50
Trim5	chr7	104263386	104287844	-	24459	179	152	133	85
Gskip	chr12	105685079	105703023	+	17945	299.50	249	188.50	53.50
Alg14	chr3	121292023	121363094	+	71072	907	724	481	248
Grtp1	chr8	13172022	13200370	-	28349	674	744	385	111.50
Atg10	chr13	90935356	91223718	-	288363	2522	1808	1552	830
Ube2w	chr1	16540790	16619239	-	78450	2550	2550	1690	222
Prkrip1	chr5	136178127	136198713	-	20587	707	644	409	118
Gm14434	chr2	175422300	175435557	-	13258	39	23	19.50	11.50
Rbm22	chr18	60560986	60572810	+	11825	245	186	121	41
Sirpb1b	chr3	15495751	15574815	-	79065	486	427	384	242
Ppcdc	chr9	57385095	57439874	-	54780	997	889	483	198
Bcl2l14	chr6	134396568	134438736	+	42169	478	319	228	160
Thap2	chr10	115368404	115384185	-	15782	217	207	143	50
Zxdb	chrX	94724819	94730187	+	5369	49	36	26	23
Tmem170	chr8	111863038	111876500	-	13463	129	171	107	52
Zxda	chrX	94795563	94797933	-	2371	7	15	16	7
Pex10	chr4	155067266	155072433	+	5168	307	265	149	31
Smim7	chr8	72565188	72570838	-	5651	136	133	62	29
Bcs1l	chr1	74588539	74592443	+	3905	119	101	81	8
Bin2	chr15	100641077	100669303	-	28227	705	980	462	107
Fbxo25	chr8	13908053	13940522	+	32470	381	330	203	120
Fignl2	chr15	101050194	101054149	-	3956	17	35	19	16
Pycard	chr7	127989708	127993617	-	3910	622	403	231	26
Dleu2	chr14	61602839	61682123	-	79285	2722	2941	1725.50	211
Ttc1	chr11	43729512	43747758	-	18247	316	282	175	55
Nacc1	chr8	84670479	84687652	-	17174	567	542	297	61
Rsph3a	chr17	7945864	7979824	+	33961	613	662	403	148
Acot13	chr13	24817948	24831290	-	13343	656	370	351	49
0610009L18Rik	chr11	120348928	120351190	+	2263	105	83	72	9
Wdr45b	chr11	121327224	121354195	-	26972	552	434	306	77
Etfdh	chr3	79603788	79628613	-	24826	754.50	533.50	350.50	74
Ormdl2	chr10	128817902	128821395	-	3494	53.50	46.33	31.17	6.50
Hint3	chr10	30608141	30629382	-	21242	246	251	159.50	58
Fuca2	chr10	13499794	13519035	+	19242	294	315	163	68
Ppp1r2	chr16	31251537	31275027	-	23491	399	335	212	81
Zfp507	chr7	35772343	35802739	-	30397	535	628	293	103
Pnpla2	chr7	141455448	141460743	+	5296	231	181	121	31
Trim35	chr14	66297281	66311424	+	14144	364	240	208	75
Tcf25	chr8	123374003	123403835	+	29833	341	301.50	211.50	71.50
Dnajc10	chr2	80315716	80354043	+	38328	673	551	336	95
Lztr1	chr16	17508938	17526333	+	17396	367	315	185	68
Pmpca	chr2	26389589	26397122	+	7534	262.50	214.50	135.50	30
Nhlrc2	chr19	56548511	56603503	+	54993	1374	1130	744	248
2410002F23Rik	chr7	44246972	44262720	+	15749	709	312	315	53
Hmg20a	chr9	56418859	56496936	+	78078	1187	1017	612	254
Mfsd1	chr3	67582991	67604237	+	21247	260	209	159	77
Zfp869	chr8	69702656	69716733	-	14078	353	345	183	45
Serbp1	chr6	67238426	67297736	+	59311	2509.50	1548	1093	152
Mrgpra9	chr7	47234861	47252598	-	17738	130	98	55	62
Mrgpra2a	chr7	47426328	47451889	-	25562	150	396	121	80
Swt1	chr1	151367699	151428205	-	60507	1322	872	681	179
Crnkl1	chr2	145917479	145934764	-	17286	299	242	157	60
Riok3	chr18	12128991	12157387	+	28397	560	690	461	95
Rsrc1	chr3	66981640	67358396	+	376757	3981	3055	2528	892
Pcyox1	chr6	86386006	86396904	-	10899	206	221	110	45
Bzw1	chr1	58393148	58407353	+	14206	609	351	386	52
Appbp2	chr11	85187262	85234880	-	47619	902	821.50	521	130
Acadsb	chr7	131410851	131448944	+	38094	310	223	227	105
Lonp2	chr8	86624293	86723873	+	99581	1580.50	1571.50	855.50	320
Stard9	chr2	120629371	120731895	+	102525	1444	1153	776	348.50
Rnf128	chrX	139563566	139673145	+	109580	934	603	520	439
Lman2	chr13	55343833	55362533	-	18701	618	630	342	80
Eif4e3	chr6	99257484	99666547	-	409064	3970	3373.50	1873.50	723.50
Wwp2	chr8	107436615	107558595	+	121981	2078	1895	1181	432
Myh7b	chr2	155611462	155634307	+	22846	582	551	271.50	132.50
Naa16	chr14	79325269	79390528	-	65260	1548	1186	735	188
Fip1l1	chr5	74535699	74598800	+	63102	1578	1517.50	856.50	247
Proz	chr8	13061164	13076026	+	14863	422	392	252	54
Mtap	chr4	89137372	89181081	+	43710	882	531	382	156
Pccb	chr9	100982032	101034648	-	52617	471	422	273	188
Plin3	chr17	56277476	56292623	-	15148	395	413	228	53
Tmem107	chr11	69071056	69073293	+	2238	81	69	43	8
Nudt16l1	chr16	4939011	4941032	+	2022	111.50	114	46	7
Bzw2	chr12	36091835	36157830	-	65996	1409	706.50	554	197.50
Kdelr2	chr5	143404088	143421901	+	17814	497	358	314	110
Ndufb7	chr8	83566921	83571626	+	4706	239.50	159	96.50	20
Chordc1	chr9	18292375	18317442	+	25068	377	275	230	60
Prpf38b	chr3	108902805	108911477	-	8673	501	339	210	31
Pbrm1	chr14	31019388	31121592	+	102205	1609.50	1390.50	965	230
Sdhd	chr9	50596357	50603562	-	7206	199	101	79	27
Trmt6	chr2	132804207	132815805	-	11599	143	90	79	38
Asf1b	chr8	83955757	83970197	+	14441	319	316	197	47
1700010I14Rik	chr17	8988583	9011949	+	23367	230	186	128	65
Rexo1	chr10	80540922	80561310	-	20389	542	498	322	92
Dsn1	chr2	156995265	157006904	-	11640	185	169	108	56
Cir1	chr2	73283105	73312451	-	29347	395.50	341	244	87.50
Aagab	chr9	63602910	63644588	+	41679	938	1055	558	154
Shisa5	chr9	109038815	109057777	+	18963	392.50	349.50	212.50	90.50
Ddx18	chr1	121553835	121567739	-	13905	253	243	135	52
Sdha	chr13	74322254	74350030	-	27777	558	453	266	77
Acad8	chr9	26974135	26999316	-	25182	272	227	194	83
Trim59	chr3	69035288	69044505	-	9218	772	798	429	32
Cdca7	chr2	72476409	72486893	+	10485	156	156	100	51
Tmx2	chr2	84671316	84678890	-	7575	238.50	403.50	93	18.50
Neat1	chr19	5824708	5845228	-	20521	2538	3761	2416	126
Swsap1	chr9	21956005	21958264	+	2260	99	142	41	9
Golt1b	chr6	142387471	142403858	+	16388	288	214	155	49
Ctu2	chr8	122476393	122484138	+	7746	132.00	103.00	69.83	21.33
Trit1	chr4	123016847	123054949	+	38103	693	524	289	105
Edem3	chr1	151755621	151822051	+	66431	1376	1551	866	193
Ssbp2	chr13	91460533	91703429	+	242897	3202	3796	2102	698
Cdk5rap1	chr2	154335380	154372760	-	37381	548	486	305	138
Slc25a23	chr17	57043711	57059613	-	15903	289	291	156	64
Mrps18b	chr17	35910379	35916139	-	5761	178	138	114	33
Trappc13	chr13	104142149	104178219	-	36071	635	532	356	104
Nuf2	chr1	169497934	169531214	-	33281	485	480	286	94
Luc7l	chr17	26253146	26285504	+	32359	936	685	491	95
Pole4	chr6	82618992	82705115	-	86124	775	533	563	295
Zdhhc6	chr19	55271291	55315782	-	44492	1241	924	609	137.50
Zfp830	chr11	82764595	82765935	+	1341	48	29	17	12
Rassf7	chr7	141216110	141218658	+	2549	75	66	54	20
Lap3	chr5	45493624	45512691	+	19068	385	272	197	79
Kctd20	chr17	28952200	28969549	+	17350	569	602	360	86
Tmem134	chr19	4126184	4132307	+	6124	149	169	95	36
Smarcd3	chr5	24590818	24624161	-	33344	843	739.50	431	218.50
Cep19	chr16	32100050	32108069	+	8020	137	145	93	31
Psmd12	chr11	107479734	107504362	+	24629	576	473	270	90
Psmd5	chr2	34849734	34874718	-	24985	635	576	348	99
Med28	chr5	45520479	45529276	+	8798	179	149	113	40
Uqcrc2	chr7	120635426	120659524	+	24099	446	359	209.50	70
Polr3k	chr2	181864587	181870830	+	6244	80	74	57	15
Cisd2	chr3	135406412	135423675	-	17264	414	392	229	50
Yae1d1	chr13	17961150	17993099	-	31950	332	260	161	79
Rbm7	chr9	48488701	48495047	-	6347	82	76	57	14
Mettl6	chr14	31473578	31494790	-	21213	889.50	964.50	550.50	90
Oma1	chr4	103314062	103371868	+	57807	543	516	328	158
Ccdc91	chr6	147476078	147632612	+	156535	1222	955	873	486
Tbc1d2b	chr9	90202027	90270554	-	68528	1529	1688.50	1267	226
Fam210b	chr2	172345815	172355749	+	9935	333	329	130	40
Actr6	chr10	89711971	89732045	-	20075	204	161	132	58
Tmem88	chr11	69396519	69397984	-	1466	52	58.50	47	8.50
Use1	chr8	71367098	71369732	+	2635	181	155	86	10
Rpl11	chr4	136028265	136053178	-	24914	997	826	448	110
Thap4	chr1	93701935	93754614	-	52680	866.50	645	458	190
Mkrn2	chr6	115602152	115622624	+	20473	646.50	498	286.50	70.50
2610002M06Rik	chrX	107782751	107816084	-	33334	293	194	199	117
Fancl	chr11	26386385	26471876	+	85492	634.50	452.50	383.50	220.50
Upf3a	chr8	13785865	13799193	+	13329	261	184	140	46
Dnajb4	chr3	152178511	152210029	-	31519	860	593	438	107
Mrpl45	chr11	97315966	97329920	+	13955	221	256	139	45
Pmf1	chr3	88394143	88410081	-	15939	576	420	261.50	73
Rbm25	chr12	83631486	83683123	+	51638	1761	1761	937	140
Ddx17	chr15	79527736	79546491	-	18756	634	693	385	64
Oxct1	chr15	4026633	4155344	+	128712	1666	1207.50	775.50	350
Ift27	chr15	78159463	78173857	-	14395	252	156	114	64
Syap1	chrX	162857057	162888197	-	31141	416	330	219	130
Higd2a	chr13	54590457	54591158	+	702	68	51	20	8
Tbc1d7	chr13	43151740	43171251	-	19512	204	143	95	69
Vma21	chrX	71816174	71839757	+	23584	291	180	150	105
Pus3	chr9	35558845	35567401	+	8557	143.50	142	77.50	15
Nkap	chrX	37127045	37150746	+	23702	283	265	179	93
Ndc80	chr17	71496100	71526607	-	30508	568	503	300	109
Rpp14	chr14	8080617	8091834	+	11218	182	137	115	33
Paics	chr5	76951557	76967509	+	15953	618	494	347.50	94
Yaf2	chr15	93284278	93336685	-	52408	1069	1003	555	156
Ola1	chr2	73092801	73218674	-	125874	2408	1924	1335	386
Slc25a53	chrX	136981116	137038052	-	56937	758	553	365	272
Polr3d	chr14	70438757	70443197	-	4441	63	44	34	20
Romo1	chr2	156144289	156145797	+	1509	428.50	283.50	197.50	7
Dynlrb1	chr2	155236783	155250277	+	13495	259	197	152	45
Lsm14a	chr7	34344646	34393065	-	48420	1053	887	601	147
Cdc37l1	chr19	28990602	29026681	+	36080	1013.50	829.50	520.50	159
Pi4k2b	chr5	52741824	52769340	+	27517	593	451	336	132
Mon2	chr10	122992060	123076255	-	84196	1284	1453	1002	269
Magt1	chrX	105968084	106011656	-	43573	662	549	418	184
Pgp	chr17	24470642	24473110	+	2469	152	102.50	74	19
1700019D03Rik	chr1	52922324	53019929	-	97606	798	565	518	300
Ctnnbip1	chr4	149518486	149566437	+	47952	698	619	327	202
Cand2	chr6	115774788	115805557	+	30770	1264.50	803.50	571	128.50
Psmc6	chr14	45330038	45349705	+	19668	492	417	277	56
Trappc6a	chr7	19508920	19516145	+	7226	154	122	80	37
Trak1	chr9	121297752	121474918	+	177167	3125	2555	1639	675
Mmachc	chr4	116702279	116708156	-	5878	181	114	93	25
Rps10	chr17	27580780	27636419	-	55640	1577.50	1223	779.50	147
Mettl21a	chr1	64606473	64616992	-	10520	405	355	189	49
2310039H08Rik	chr17	46772885	46773396	+	512	98	80	60	3
D16Ertd472e	chr16	78540338	78576458	-	36121	635	510	402	122
Ptgr1	chr4	58965439	58986869	-	21431	276	242	167	71
Timm21	chr18	84946191	84951274	-	5084	55	38	38	12
Zbtb8os	chr4	129335945	129354547	+	18603	390	350.50	226.50	62
Zfp787	chr7	6131491	6155747	-	24257	739	509	354	88
Naaa	chr5	92257659	92277920	-	20262	417	315	207	129
Rpl14	chr9	120571694	120574654	+	2961	130	85	63	12
Cuedc2	chr19	46329812	46338452	-	8641	373	326.50	240.50	60.50
Dynlt3	chrX	9654267	9662753	-	8487	60	56	23	27
Bfar	chr16	13672108	13703612	+	31505	605	551	368	100
Ttc14	chr3	33800082	33814860	+	14779	243.50	222.50	121	41
Mastl	chr2	23115606	23155774	-	40169	621	528	317	106
Nrarp	chr2	25181008	25183339	+	2332	82	85	35	9
Ubap1	chr4	41349246	41390525	+	41280	1103	996	585	134
Tspan31	chr10	127067280	127070014	-	2735	270.50	231.50	110.50	13
Atp5e	chr2	174461072	174463855	-	2784	73	51	55	15
Ube2g1	chr11	72607533	72686481	+	78949	1612	1401	972	208
Ndufa6	chr15	82350140	82354072	-	3933	113	127	60	15
Acbd4	chr11	103101932	103112200	+	10269	302	325	168	53
Nop56	chr2	130274680	130279313	+	4634	447	198	209.50	19
Kbtbd4	chr2	90904990	90910561	+	5572	176	124.50	97.50	12.50
Herc6	chr6	57485371	57664632	+	179262	1302.50	1005.50	721	430.50
Mis12	chr11	71019861	71027371	+	7511	135.50	112	82	28.50
Fbxo5	chr10	5799160	5805350	-	6191	161	123	93	20
Ikzf5	chr7	131388652	131410271	-	21620	284.50	213.50	184.50	42.50
Lrrc40	chr3	158036912	158068487	+	31576	517	433	281	78
Tomm34	chr2	164053540	164070919	-	17380	383	454	261.50	66.50
Rnf141	chr7	110800614	110844207	-	43594	558	586	328.50	141
Psmd9	chr5	123169663	123250131	+	80469	1566	1082	955	423
Rnaseh2b	chr14	62292839	62372992	+	80154	856	668	505	237
Parp10	chr15	76231174	76243191	-	12018	213	201.50	125	57.50
Mtdh	chr15	34082944	34145624	+	62681	1849	1442	875	182
Smarca2	chr19	26605300	26778322	+	173023	3631	3198	1764	785
Sft2d3	chr18	31909098	31911574	-	2477	172	182	67	9
Eef1g	chr19	8967291	8978479	+	11189	955	687	454	69
Sclt1	chr3	41626720	41742264	-	115545	1245	900	695	306
Ccdc47	chr11	106197408	106216094	-	18687	373.50	326	222	56.50
Lipt2	chr7	100159527	100161365	+	1839	59	63	34	13
Arl8b	chr6	108783349	108825278	+	41930	786	850	465	132
Lpar6	chr14	73238145	73243294	+	5150	56	58.50	38.50	5.50
Nradd	chr9	110621135	110624202	-	3068	256	237	128	16
2610306M01Rik	chr6	86848399	86849190	-	792	31	10	9	4
Dram2	chr3	106548048	106575890	+	27843	287	371.50	291	83
Cdt1	chr8	122568265	122573554	+	5290	91.50	71.50	52.50	10.50
Zmat5	chr11	4704928	4737669	+	32742	628	456	321.50	129
Ccdc25	chr14	65837552	65866607	+	29056	442	375	226	93
Yipf5	chr18	40203896	40219179	-	15284	183	169	141	33
Ctdnep1	chr11	69981406	69990601	+	9196	208	183.50	148	22
Ndufa13	chr8	69894180	69902308	-	8129	312	225	176	35
Rplp2	chr7	141447620	141451585	+	3966	244	185	105	20
Zmynd19	chr2	24950042	24962075	+	12034	329	295	176	52
2700038G22Rik	chr5	23850847	23855038	+	4192	190	165	96	33
Ube2t	chr1	134962815	134974162	+	11348	118	106	85	32
Zcrb1	chr15	93386097	93398084	-	11988	198	174.50	86	40
Pfdn1	chr18	36403676	36454274	-	50599	641	477	335	175
Ccdc77	chr6	120324323	120364124	-	39802	715.50	603	359	124
Glod4	chr11	76120987	76243475	-	122489	1425.50	1075.50	772.50	270
Nde1	chr16	14163525	14192928	+	29404	529	453	270	105
Eif2s2	chr2	154871410	154892685	-	21276	422	358.50	250	31.50
Lsm1	chr8	25785538	25803975	+	18438	391	282	214	59
Gatad1	chr5	3639961	3656935	-	16975	509	427	235	85
Armc10	chr5	21646063	21662694	+	16632	419.50	284.50	177	103
Mrpl55	chr11	59202736	59206134	+	3399	133	73	77	12
Cmtm6	chr9	114731366	114749344	+	17979	516	528	282	75
L3hypdh	chr12	72073428	72085189	-	11762	110	77	63	29
Med18	chr4	132458731	132463671	-	4941	59	55	48	14
Plekho1	chr3	95988429	95995751	-	7323	205	163	86	32
Srfbp1	chr18	52465943	52491931	+	25989	364	258	191	61
Rrp15	chr1	186720978	186749108	-	28131	338	249	174	77
Med29	chr7	28386146	28392458	-	6313	200	193	111	32
Rnpc3	chr3	113605067	113629899	-	24833	365	348	188	56
Tmem19	chr10	115339674	115362251	-	22578	296	304	177	73
Dph7	chr2	24962650	24972163	+	9514	393	226	200	34
Prpf18	chr2	4622058	4651863	-	29806	430	296	224	86
Zfp329	chr7	12804977	12818608	-	13632	90	72	57	32
Tbc1d20	chr2	152294078	152313996	+	19919	649	569	364	69
Zkscan14	chr5	145194946	145201618	-	6673	199	171	114	43
Cinp	chr12	110872610	110888895	-	16286	320	338	236	58
Fam220a	chr5	143548956	143564531	+	15576	346	304	192	88
Rpf2	chr10	40223246	40246786	-	23541	479	393	271	92
Smc6	chr12	11266136	11319785	+	53650	759	654	426	139
Gemin6	chr17	80224691	80228497	+	3807	85	53	32	17
Peli1	chr11	21091541	21150323	+	58783	796	749	399	177
Rpl39	chrX	37082520	37085152	-	2633	69	72	38	18
Tbc1d19	chr5	53809856	53903965	+	94110	1382	777	640	396
Rnf213	chr11	119393350	119487418	+	94069	1482	1072	826	361
Zfp422	chr6	116624016	116628749	-	4734	144	185	75	18
Cers4	chr8	4493276	4531680	+	38405	469	255	175	128
Zswim6	chr13	107724617	107889814	-	165198	2055	2542	1248	523
Ndufb8	chr19	44543722	44555190	-	11469	324	255	168.50	61
Uqcc2	chr17	27122663	27133666	-	11004	206	166	107	62
Myl12a	chr17	70974323	71002628	-	28306	480	482	322.50	65
Agtpbp1	chr13	59445742	59584961	-	139220	2020	2009	1199	441
Mrpl42	chr10	95480805	95501690	-	20886	241	176	160	62
Ndufa10	chr1	92439010	92473610	-	34601	657	408	280	127
Eri1	chr8	35465253	35495946	-	30694	593	520	332	104
Gm13710	chr2	84500760	84531072	-	30313	350	320	218	101
Pagr1a	chr7	127001480	127020789	-	19310	621	485.50	309	63.50
Med31	chr11	72211724	72215342	-	3619	103	83	56	15
Rpl37	chr15	5116895	5119140	+	2246	118	70	71	11
Slc25a19	chr11	115614178	115628045	-	13868	304	310	207	47
Cwc27	chr13	104631140	104816892	-	185753	1740	1416	1036.50	465
Ift22	chr5	136908400	136915404	+	7005	114	113	56	51
Parp6	chr9	59617534	59650285	+	32752	515	527	313	111
Srek1ip1	chr13	104792734	104839274	+	46541	406	322	212.50	92
3110040N11Rik	chr7	81782182	81789228	-	7047	235	161	111	21
Ccdc137	chr11	120458365	120464358	+	5994	151	116	90	18
Pigc	chr1	161969436	162027106	+	57671	779	517	359	211
Socs4	chr14	47277181	47296102	+	18922	299	269	156	57
Gprasp1	chrX	135742983	135803474	+	60492	689.50	483.50	326.50	240.50
Dock7	chr4	98936671	99120665	-	183995	2229	1915	1075	561
Cltc	chr11	86694351	86757315	-	62965	1892	1984	1293	175
Zc3h13	chr14	75284623	75344426	+	59804	944	743	489	182
Zc2hc1a	chr3	7503733	7553836	+	50104	392	257	202	128
Mrpl46	chr7	78775236	78783281	-	8046	104.50	96.50	46.50	24.50
Nanp	chr2	151029685	151039148	-	9464	117	90	62	24
1700022I11Rik	chr4	42969854	42983640	+	13787	692.50	484	309.50	33.50
1700037H04Rik	chr2	131146324	131159831	-	13508	195	176	104	62
1700018L02Rik	chr19	29046495	29048729	+	2235	63.50	43	30	11
1700047M11Rik	chr1	182301084	182303287	+	2204	27	21	24	12
Snrpd3	chr10	75517801	75537381	+	19581	457	387.50	228.50	66.50
Stk35	chr2	129800767	129832287	+	31521	643	435	315	123
Cstf1	chr2	172370931	172382448	+	11518	256	308	113	48
Rffl	chr11	82802449	82870960	-	68512	1544.50	1488	903	236
